0,-0.869308,37185,5614,5817,5772,5710,5438,-111,0
10,-0.869324,34584,5817,6415,6544,6286,5890,-111,1
20,-0.869308,32955,5973,6850,6920,6695,6143,-111,0
30,-0.869324,31469,6239,7068,7441,7085,6234,-111,1
40,-0.869324,30343,6420,7407,7794,7236,6336,-111,1
50,-0.869308,29494,6504,7601,7883,7419,6635,-111,0
60,-0.869308,28810,6582,7735,8144,7609,6656,-111,0
70,-0.869308,28069,6648,7857,8256,8004,6702,-111,0
80,-0.869308,27461,6750,8020,8325,8236,6744,-111,0
90,-0.869308,26922,6778,8192,8462,8253,6929,-111,0
100,-0.869308,26363,6891,8317,8560,8466,6939,-111,0
110,-0.869308,25940,6763,8487,8603,8712,7031,-111,0
120,-0.869308,25520,6892,8544,8569,8845,7166,-111,0
130,-0.869324,25038,7063,8432,8854,8917,7232,-111,1
140,-0.869308,24571,7050,8529,9041,9001,7344,-111,0
150,-0.869308,24107,7227,8702,9097,9030,7373,-111,0
160,-0.869324,23715,7362,8846,9023,9172,7418,-111,1
170,-0.869339,23457,7477,8876,9019,9120,7587,-111,2
180,-0.869308,23018,7584,9025,9119,9163,7627,-111,0
190,-0.869308,22710,7439,9139,9201,9326,7721,-111,0
200,-0.869308,22305,7603,9338,9227,9458,7605,-111,0
210,-0.869308,22067,7710,9325,9304,9431,7699,-111,0
220,-0.869308,21746,7825,9349,9490,9559,7567,-111,0
230,-0.869308,21575,7786,9441,9552,9598,7584,-111,0
240,-0.869308,21369,7759,9588,9525,9672,7623,-111,0
250,-0.869339,21145,7724,9605,9717,9708,7637,-111,2
260,-0.869324,20790,7858,9684,9794,9707,7703,-111,1
270,-0.869324,20589,7988,9801,9749,9582,7827,-111,1
280,-0.869308,20436,7937,9795,9836,9769,7763,-111,0
290,-0.869324,20188,8091,9724,9852,9715,7966,-111,1
300,-0.869308,20027,8089,9836,9817,9747,8020,-111,0
310,-0.869324,19821,8137,10050,9794,9731,8003,-111,1
320,-0.869308,19740,8109,9972,9848,9858,8009,-111,0
330,-0.869308,19522,8230,9907,10017,9808,8052,-111,0
340,-0.869308,19435,8125,9924,10023,9890,8139,-111,0
350,-0.869308,19210,8182,9949,10038,9930,8227,-111,0
360,-0.869339,19027,8342,9933,10159,9882,8193,-111,2
370,-0.869308,18767,8398,10016,10220,9954,8181,-111,0
380,-0.869308,18744,8388,10022,10246,9932,8204,-111,0
390,-0.869324,18660,8363,10010,10203,9957,8343,-111,1
400,-0.869308,18583,8440,10045,10269,9921,8278,-111,0
410,-0.869308,18477,8337,10073,10179,10036,8434,-111,0
420,-0.869324,18241,8323,10082,10268,10041,8581,-111,1
430,-0.869308,18018,8254,10222,10200,10253,8589,-111,0
440,-0.869339,17997,8277,10230,10098,10346,8588,-111,2
450,-0.869308,17889,8318,10184,10242,10347,8556,-111,0
460,-0.869308,17757,8388,10254,10215,10342,8580,-111,0
470,-0.869339,17655,8294,10350,10301,10416,8520,-111,2
480,-0.869308,17560,8380,10234,10390,10314,8658,-111,0
490,-0.869308,17427,8408,10366,10344,10334,8657,-111,0
500,-0.869308,17191,8380,10420,10388,10438,8719,-111,0
510,-0.869308,17041,8427,10551,10335,10462,8720,-111,0
520,-0.869308,16804,8405,10613,10415,10597,8702,-111,0
530,-0.869324,16713,8477,10613,10512,10561,8660,-111,1
540,-0.869308,16607,8390,10737,10574,10448,8780,-111,0
550,-0.869308,16543,8414,10818,10496,10507,8758,-111,0
560,-0.869308,16345,8466,10852,10513,10586,8774,-111,0
570,-0.869308,16251,8482,10814,10515,10583,8891,-111,0
580,-0.869308,16179,8488,10783,10563,10537,8986,-111,0
590,-0.869308,16005,8472,10809,10589,10538,9123,-111,0
600,-0.869308,16084,8506,10811,10610,10482,9043,-111,0
610,-0.869308,15909,8650,10827,10583,10508,9059,-111,0
620,-0.869308,15790,8610,10867,10592,10570,9107,-111,0
630,-0.869308,15793,8580,10925,10536,10545,9157,-111,0
640,-0.869308,15854,8616,10881,10530,10544,9111,-111,0
650,-0.869308,15774,8556,10931,10599,10706,8970,-111,0
660,-0.869308,15734,8564,10961,10546,10671,9060,-111,0
670,-0.869324,15646,8605,11055,10555,10678,8997,-111,1
680,-0.86937,15620,8605,11140,10499,10697,8975,-111,4
690,-0.869324,15511,8592,11007,10560,10725,9141,-111,1
700,-0.869308,15378,8678,11006,10579,10751,9144,-111,0
710,-0.869308,15301,8786,11141,10596,10601,9111,-111,0
720,-0.869308,15367,8902,11070,10460,10560,9177,-111,0
730,-0.869308,15258,8877,11005,10732,10565,9099,-111,0
740,-0.869308,15211,8946,11027,10682,10636,9034,-111,0
750,-0.869339,15085,8925,11067,10747,10601,9111,-111,2
760,-0.869308,15009,9026,11093,10633,10608,9167,-111,0
770,-0.869324,14880,9000,11171,10649,10721,9115,-111,1
780,-0.869308,14772,8996,11264,10636,10741,9127,-111,0
790,-0.869308,14609,8966,11292,10609,10735,9325,-111,0
800,-0.869308,14569,8889,11204,10688,10702,9484,-111,0
810,-0.869308,14678,8820,11216,10708,10734,9380,-111,0
820,-0.869339,14571,8857,11202,10760,10707,9439,-111,2
830,-0.869308,14407,8944,11222,10766,10839,9358,-111,0
840,-0.869308,14466,8941,11286,10758,10846,9239,-111,0
850,-0.869324,14366,8890,11347,10734,11004,9195,-111,1
860,-0.869308,14346,8993,11332,10670,10993,9202,-111,0
870,-0.869308,14183,8959,11391,10745,11028,9230,-111,0
880,-0.869308,14137,8992,11389,10640,11061,9317,-111,0
890,-0.869308,14105,8996,11310,10759,11019,9347,-111,0
900,-0.869308,14081,9036,11223,10773,10903,9520,-111,0
910,-0.869308,13983,9156,11334,10698,10975,9390,-111,0
920,-0.869308,13891,9204,11420,10606,11047,9368,-111,0
930,-0.869308,13876,9153,11460,10469,11083,9495,-111,0
940,-0.869308,13899,9124,11651,10402,11082,9378,-111,0
