0,-0.899902,38398,5137,5626,5569,5510,5296,-111,4
10,-0.899841,35962,5464,6247,6094,6018,5751,-111,0
20,-0.899841,34305,5829,6567,6517,6499,5819,-111,0
30,-0.899841,33123,6030,6780,6931,6773,5899,-111,0
40,-0.899841,32246,6116,7036,7004,7071,6063,-111,0
50,-0.899887,31342,6191,7229,7328,7283,6163,-111,3
60,-0.899841,30429,6304,7453,7606,7551,6193,-111,0
70,-0.899918,29821,6411,7637,7622,7797,6248,-111,5
80,-0.899841,29174,6586,7855,7627,8027,6267,-111,0
90,-0.899841,28596,6630,7842,7914,8290,6264,-111,0
100,-0.899857,28077,6619,7941,8155,8371,6373,-111,1
110,-0.899841,27565,6719,8054,8330,8459,6409,-111,0
120,-0.899841,27111,6844,7993,8365,8577,6646,-111,0
130,-0.899841,26588,6858,8258,8449,8637,6746,-111,0
140,-0.899841,26331,6924,8347,8475,8720,6739,-111,0
150,-0.899841,26009,6830,8432,8609,8795,6861,-111,0
160,-0.899841,25628,6861,8521,8763,8857,6906,-111,0
170,-0.899841,25378,6948,8488,9019,8818,6885,-111,0
180,-0.899841,25180,6899,8619,9081,8956,6801,-111,0
190,-0.899857,24856,6992,8731,9076,8975,6906,-111,1
200,-0.899841,24639,7057,8799,9196,9018,6827,-111,0
210,-0.899841,24391,7098,8883,9210,9096,6858,-111,0
220,-0.899857,24187,7117,8880,9322,9148,6882,-111,1
230,-0.899841,23890,7127,8961,9352,9201,7005,-111,0
240,-0.899857,23764,7093,8997,9416,9355,6911,-111,1
250,-0.899841,23651,7018,8924,9480,9480,6983,-111,0
260,-0.899841,23381,7186,9041,9563,9329,7036,-111,0
270,-0.899841,23276,7189,8951,9709,9357,7054,-111,0
280,-0.899841,23134,7236,8979,9625,9374,7188,-111,0
290,-0.899841,22942,7136,9085,9672,9373,7328,-111,0
300,-0.899841,22810,7254,9147,9721,9375,7229,-111,0
310,-0.899841,22608,7152,9315,9713,9518,7230,-111,0
320,-0.899841,22272,7243,9360,9699,9632,7330,-111,0
330,-0.899841,22159,7305,9408,9704,9633,7327,-111,0
340,-0.899841,22107,7308,9532,9700,9668,7221,-111,0
350,-0.899841,21823,7392,9615,9744,9734,7228,-111,0
360,-0.899841,21682,7353,9618,9775,9830,7278,-111,0
370,-0.899841,21664,7287,9636,9818,9881,7250,-111,0
380,-0.899857,21523,7278,9734,9822,9859,7320,-111,1
390,-0.899841,21405,7219,9858,9868,9833,7353,-111,0
400,-0.899841,21193,7326,9937,9849,9942,7289,-111,0
410,-0.899841,21097,7348,10051,9780,9953,7307,-111,0
420,-0.899841,20929,7409,10131,9804,9893,7370,-111,0
430,-0.899841,20802,7424,10103,9950,9823,7434,-111,0
440,-0.899872,20634,7453,10085,9966,9902,7496,-111,2
450,-0.899857,20621,7433,10037,10059,9989,7397,-111,1
460,-0.899841,20494,7443,10125,10011,10083,7380,-111,0
470,-0.899841,20346,7437,10301,9946,10121,7385,-111,0
480,-0.899841,20273,7400,10359,9992,10154,7358,-111,0
490,-0.899841,20113,7439,10307,10061,10241,7375,-111,0
500,-0.899872,20072,7394,10380,10228,10262,7200,-111,2
510,-0.899872,19947,7423,10299,10163,10354,7350,-111,2
520,-0.899841,19932,7480,10277,10085,10362,7400,-111,0
530,-0.899841,19779,7473,10371,10187,10337,7389,-111,0
540,-0.899841,19733,7517,10426,10097,10488,7275,-111,0
550,-0.899841,19544,7549,10296,10190,10521,7436,-111,0
560,-0.899841,19380,7638,10261,10182,10550,7525,-111,0
570,-0.899841,19213,7749,10454,10148,10444,7528,-111,0
580,-0.899841,19031,7797,10462,10168,10554,7524,-111,0
590,-0.899841,19038,7835,10518,10106,10557,7482,-111,0
600,-0.899902,18975,7726,10407,10180,10648,7600,-111,4
610,-0.899841,18947,7796,10335,10217,10604,7637,-111,0
620,-0.899841,18960,7792,10295,10246,10606,7637,-111,0
630,-0.899872,18967,7848,10431,10174,10476,7640,-111,2
640,-0.899841,18736,7940,10453,10147,10601,7659,-111,0
650,-0.899841,18708,7937,10397,10185,10565,7744,-111,0
660,-0.899841,18679,7849,10282,10236,10665,7825,-111,0
670,-0.899841,18648,7853,10318,10279,10565,7873,-111,0
680,-0.899857,18581,7868,10339,10225,10533,7990,-111,1
690,-0.899841,18535,7997,10315,10181,10463,8045,-111,0
700,-0.899841,18458,8106,10283,10148,10459,8082,-111,0
710,-0.899841,18548,7917,10322,10187,10391,8171,-111,0
720,-0.899841,18484,7915,10334,10261,10337,8205,-111,0
730,-0.899841,18421,7901,10386,10300,10313,8215,-111,0
740,-0.899841,18402,7924,10379,10378,10283,8170,-111,0
750,-0.899841,18299,8100,10269,10311,10361,8196,-111,0
760,-0.899841,18035,8024,10359,10394,10512,8212,-111,0
770,-0.899841,17984,8162,10405,10415,10374,8196,-111,0
780,-0.899857,18001,8123,10449,10395,10404,8164,-111,1
790,-0.899841,18002,8149,10471,10302,10440,8172,-111,0
800,-0.899841,17875,8177,10480,10264,10566,8174,-111,0
810,-0.899841,17760,8168,10385,10233,10732,8258,-111,0
820,-0.899857,17613,8176,10454,10178,10757,8358,-111,1
830,-0.899841,17736,8132,10468,10135,10688,8377,-111,0
840,-0.899841,17665,8192,10401,10092,10699,8487,-111,0
850,-0.899857,17700,8181,10474,10153,10678,8350,-111,1
860,-0.899841,17530,8387,10485,10153,10635,8346,-111,0
870,-0.899841,17511,8404,10543,10055,10541,8482,-111,0
880,-0.899857,17391,8403,10681,10138,10421,8502,-111,1
890,-0.899841,17435,8435,10566,10293,10437,8370,-111,0
900,-0.899857,17282,8379,10572,10414,10542,8347,-111,1
910,-0.899841,17077,8274,10617,10494,10732,8342,-111,0
920,-0.899841,16887,8321,10654,10416,10816,8442,-111,0
930,-0.899841,16882,8282,10635,10536,10802,8399,-111,0
940,-0.899841,16829,8309,10567,10459,10870,8502,-111,0
950,-0.899841,16876,8417,10576,10408,10827,8432,-111,0
960,-0.899841,16869,8491,10469,10358,10929,8420,-111,0
970,-0.899841,16813,8400,10616,10402,10945,8360,-111,0
980,-0.899841,16653,8431,10737,10217,11015,8483,-111,0
990,-0.899841,16708,8431,10771,10093,11074,8459,-111,0
1000,-0.899841,16570,8397,10774,10298,11077,8420,-111,0
1010,-0.899841,16607,8426,10697,10293,11044,8469,-111,0
1020,-0.899841,16624,8357,10707,10441,10947,8460,-111,0
1030,-0.899857,16583,8309,10816,10312,11048,8468,-111,1
1040,-0.899857,16452,8450,10870,10306,11006,8452,-111,1
1050,-0.899841,16410,8374,10932,10198,11054,8568,-111,0
1060,-0.899841,16408,8416,10908,10246,11001,8557,-111,0
1070,-0.899841,16232,8365,10960,10306,11062,8611,-111,0
1080,-0.899841,16293,8353,10892,10324,11048,8626,-111,0
1090,-0.899872,16318,8374,10912,10312,11036,8584,-111,2
1100,-0.899857,16141,8463,10932,10344,11041,8615,-111,1
1110,-0.899841,15962,8440,11070,10327,11178,8559,-111,0
1120,-0.899841,15913,8435,11038,10404,11198,8548,-111,0
1130,-0.899841,15898,8437,10968,10416,11212,8605,-111,0
1140,-0.899841,15887,8363,10970,10412,11175,8729,-111,0
1150,-0.899857,15837,8356,10943,10397,11221,8782,-111,1
1160,-0.899857,15643,8430,11011,10487,11172,8793,-111,1
1170,-0.899841,15661,8411,10897,10530,11164,8873,-111,0
1180,-0.899841,15693,8482,10844,10492,11162,8863,-111,0
1190,-0.899841,15529,8508,10941,10392,11211,8955,-111,0
1200,-0.899933,15416,8774,10977,10378,11183,8808,-111,6
1210,-0.899841,15572,8759,11024,10208,11182,8791,-111,0
1220,-0.899841,15581,8815,10898,10307,11114,8821,-111,0
1230,-0.899857,15480,8884,10822,10334,11101,8915,-111,1
1240,-0.899841,15534,8952,10785,10200,11249,8816,-111,0
1250,-0.899841,15714,8831,10733,10132,11229,8897,-111,0
1260,-0.899841,15667,8837,10764,10068,11110,9090,-111,0
1270,-0.899887,15652,8935,10772,10125,10905,9147,-111,3
1280,-0.899841,15544,8939,10662,10236,11002,9153,-111,0
1290,-0.899841,15562,8945,10702,10200,10918,9209,-111,0
1300,-0.899887,15576,8906,10732,10196,10936,9190,-111,3
1310,-0.899841,15483,8913,10735,10245,10969,9191,-111,0
1320,-0.899841,15415,8889,10769,10313,10971,9179,-111,0
1330,-0.899857,15517,8823,10810,10399,10948,9039,-111,1
1340,-0.899857,15425,8892,10739,10400,10993,9087,-111,1
1350,-0.899841,15336,8961,10713,10544,10935,9047,-111,0
1360,-0.899841,15253,8957,10660,10634,11007,9025,-111,0
1370,-0.899841,15254,8883,10766,10577,11037,9019,-111,0
1380,-0.899857,15223,8920,10896,10522,11044,8931,-111,1
1390,-0.899841,15133,8962,10884,10382,11121,9054,-111,0
1400,-0.899857,15235,8891,10896,10392,11154,8968,-111,1
1410,-0.899841,15211,8887,10902,10488,11151,8897,-111,0
1420,-0.899841,15196,9064,10812,10461,11058,8945,-111,0
1430,-0.899841,15177,9052,10948,10322,11052,8985,-111,0
1440,-0.899841,15069,9186,10907,10304,11018,9052,-111,0
1450,-0.899857,15111,9159,10974,10207,11044,9041,-111,1
1460,-0.899841,14902,9227,11000,10268,11070,9069,-111,0
1470,-0.899841,14881,9284,10978,10334,11001,9058,-111,0
1480,-0.899841,14809,9252,11021,10438,10906,9110,-111,0
1490,-0.899857,14694,9288,10999,10537,10900,9118,-111,1
1500,-0.899841,14620,9249,10994,10704,10796,9173,-111,0
1510,-0.899841,14610,9354,11009,10576,10719,9268,-111,0
1520,-0.899841,14742,9348,11014,10557,10717,9158,-111,0
1530,-0.899841,14846,9325,10957,10579,10659,9170,-111,0
1540,-0.899841,14800,9332,11038,10532,10676,9158,-111,0
1550,-0.899841,14955,9191,11034,10594,10747,9015,-111,0
1560,-0.899841,14790,9141,11036,10644,10801,9124,-111,0
1570,-0.899841,14716,9102,11078,10525,10926,9189,-111,0
1580,-0.899841,14789,8946,11088,10668,10890,9155,-111,0
1590,-0.899857,14780,9025,10991,10635,10874,9231,-111,1
1600,-0.899841,14682,9001,10987,10637,10932,9297,-111,0
1610,-0.899841,14527,9078,11046,10616,10873,9396,-111,0
1620,-0.899872,14537,9070,11222,10615,10682,9410,-111,2
1630,-0.899841,14583,9013,11190,10640,10712,9398,-111,0
1640,-0.899841,14537,9016,11135,10594,10902,9352,-111,0
1650,-0.899857,14463,8998,11187,10503,11008,9377,-111,1
1660,-0.899841,14336,9029,11344,10554,10896,9377,-111,0
1670,-0.899841,14242,8906,11406,10497,10958,9527,-111,0
1680,-0.899872,14135,8978,11430,10497,10977,9519,-111,2
1690,-0.899841,14051,9029,11396,10521,11083,9456,-111,0
1700,-0.899841,13894,9132,11343,10360,11334,9473,-111,0
1710,-0.899841,13859,9157,11440,10496,11212,9372,-111,0
1720,-0.899841,13805,9314,11244,10478,11155,9540,-111,0
1730,-0.899857,13844,9282,11279,10555,11031,9545,-111,1
1740,-0.899841,13914,9230,11218,10653,10918,9603,-111,0
1750,-0.899857,13827,9380,11220,10492,11018,9599,-111,1
1760,-0.899841,13962,9411,11233,10410,10900,9620,-111,0
