0,-0.891129,28076,6493,8219,8175,7864,6709,-111,0
10,-0.891129,24352,6955,9088,9356,8782,7003,-111,0
20,-0.891129,22145,7599,9652,9448,9406,7286,-111,0
30,-0.891144,20519,7767,9905,9743,9974,7628,-111,1
40,-0.891129,19467,7956,9925,10315,9906,7967,-111,0
50,-0.891129,18862,8139,10096,10169,10380,7890,-111,0
60,-0.891129,17829,8254,10425,10265,10585,8178,-111,0
70,-0.891129,16900,8438,10632,10425,10922,8219,-111,0
80,-0.891129,16051,8874,10376,10391,11224,8620,-111,0
90,-0.891129,15915,8620,10573,10417,11192,8819,-111,0
100,-0.891129,15523,8748,10783,10442,11281,8759,-111,0
110,-0.891129,15229,8780,10801,10506,11236,8984,-111,0
120,-0.891129,14969,8879,11255,10472,11036,8925,-111,0
130,-0.891129,14508,9224,11041,10719,11011,9033,-111,0
140,-0.891129,14364,9214,11155,11008,10848,8947,-111,0
150,-0.891144,14035,9287,11469,10836,11102,8807,-111,1
160,-0.891129,13772,9425,11571,10544,11211,9013,-111,0
170,-0.891129,13681,9583,11253,10637,11039,9343,-111,0
180,-0.891129,12850,9615,11428,10817,11036,9790,-111,0
190,-0.891159,13073,9452,11782,10507,11172,9550,-111,2
200,-0.891129,12881,9444,11921,10451,11095,9744,-111,0
210,-0.891144,12497,9679,11676,10485,11299,9900,-111,1
220,-0.891129,12638,9740,11759,10252,11166,9981,-111,0
230,-0.891144,12786,9569,12287,10237,10904,9753,-111,1
240,-0.891144,12749,9583,12103,10354,11093,9654,-111,1
250,-0.891129,12689,9605,12010,10244,10882,10106,-111,0
260,-0.891129,12506,9783,12062,10383,11115,9687,-111,0
270,-0.891129,12059,9661,11910,10579,11132,10195,-111,0
280,-0.891129,12101,9982,11843,10455,11111,10044,-111,0
290,-0.891129,11917,10227,11681,10644,10837,10230,-111,0
300,-0.891129,12081,10314,11284,10765,11006,10086,-111,0
310,-0.891129,11780,10325,11488,10687,10890,10366,-111,0
320,-0.891129,11507,10334,11669,10670,10710,10646,-111,0
330,-0.891129,11533,10784,11240,10563,10877,10539,-111,0
340,-0.891129,11115,10780,11026,10701,11129,10785,-111,0
350,-0.891129,10901,10600,11497,10333,11215,10990,-111,0
360,-0.891129,10927,10760,11261,10480,11326,10782,-111,0
370,-0.891144,10974,10710,11197,10710,11061,10884,-111,1
380,-0.891129,10812,11151,10665,10875,11108,10925,-111,0
390,-0.891129,10853,11020,10466,11409,11190,10598,-111,0
400,-0.891129,10711,10913,10598,10945,11419,10950,-111,0
410,-0.891144,10623,11191,10640,11007,11565,10510,-111,1
420,-0.891129,10846,11486,10435,10913,11255,10601,-111,0
430,-0.891144,10706,11113,10390,11251,11415,10661,-111,1
440,-0.891159,10629,11471,10223,11333,10881,10999,-111,2
450,-0.891144,10820,11356,10547,11366,10564,10883,-111,1
460,-0.891129,10687,11466,10289,11630,10790,10674,-111,0
470,-0.891129,10690,11473,10294,11840,10605,10634,-111,0
480,-0.891144,10650,11269,10168,11849,10630,10970,-111,1
490,-0.891129,10166,11713,10379,11705,10477,11096,-111,0
500,-0.891129,10548,11464,10455,11328,10521,11220,-111,0
510,-0.891129,10398,11269,10409,11431,10805,11224,-111,0
520,-0.891144,10467,11042,10777,11569,10330,11351,-111,1
530,-0.891144,10097,11161,10903,11389,10235,11751,-111,1
540,-0.891129,10304,11273,10856,11175,10459,11469,-111,0
550,-0.891144,10641,11533,10580,11031,10517,11234,-111,1
560,-0.891129,10658,11282,10445,11281,10394,11476,-111,0
570,-0.891129,10608,11129,10363,11287,10491,11658,-111,0
580,-0.891129,10428,11075,10429,11525,10430,11649,-111,0
590,-0.891129,10575,11458,10239,11761,10310,11193,-111,0
600,-0.891144,10767,11216,10322,11819,10041,11371,-111,1
610,-0.891159,10599,11143,10392,11874,9927,11601,-111,2
620,-0.891129,10472,11082,10536,11908,9797,11741,-111,0
630,-0.891129,10568,11074,10396,11981,9989,11528,-111,0
640,-0.891159,10279,11101,10372,12305,9591,11888,-111,2
650,-0.891129,10251,11197,10598,12176,9519,11795,-111,0
660,-0.891129,10361,11255,10644,12155,9719,11402,-111,0
670,-0.891129,10171,11171,10523,12110,9608,11953,-111,0
680,-0.891159,10158,11214,10529,12020,9873,11742,-111,2
690,-0.891129,10398,10954,10714,12025,9836,11609,-111,0
700,-0.891129,10447,11274,10648,11758,9908,11501,-111,0
